Driver,LapNumber,Gap_To_Ahead,TyreAge_In,OldCompound,NewCompound,StationaryDuration,InLap_Sec,OutLap_Sec,Is_Traffic,Undercut_Successful,Year,GP_Name
VER,19.0,0.0,19.0,MEDIUM,HARD,22.453,86.825,101.221,0,0,2023,Mexico City Grand Prix
GAS,28.0,7.304,28.0,MEDIUM,HARD,22.593,87.81,103.332,0,0,2023,Mexico City Grand Prix
ALO,29.0,5.731,30.0,MEDIUM,HARD,22.922,88.472,102.893,0,0,2023,Mexico City Grand Prix
LEC,31.0,0.0,31.0,MEDIUM,HARD,22.265,87.924,101.329,0,0,2023,Mexico City Grand Prix
STR,30.0,3.674,31.0,MEDIUM,HARD,22.562,90.059,102.668,0,0,2023,Mexico City Grand Prix
SAR,22.0,0.106,22.0,MEDIUM,HARD,23.953,88.753,103.412,0,0,2023,Mexico City Grand Prix
MAG,23.0,2.931,23.0,MEDIUM,HARD,23.656,88.228,103.471,0,0,2023,Mexico City Grand Prix
TSU,9.0,1.043,9.0,MEDIUM,HARD,30.109,88.908,109.36,0,0,2023,Mexico City Grand Prix
ZHO,21.0,0.775,21.0,MEDIUM,HARD,22.812,88.634,101.962,0,0,2023,Mexico City Grand Prix
HUL,23.0,11.955,23.0,MEDIUM,HARD,23.109,88.6,103.626,0,0,2023,Mexico City Grand Prix
RIC,27.0,3.6959999999999997,27.0,MEDIUM,HARD,22.375,87.032,102.52,0,0,2023,Mexico City Grand Prix
NOR,11.0,1.697,11.0,SOFT,HARD,23.437,87.653,103.864,0,0,2023,Mexico City Grand Prix
NOR,33.0,4.975,22.0,HARD,MEDIUM,22.578,106.374,149.036,0,0,2023,Mexico City Grand Prix
HAM,24.0,1.389,24.0,MEDIUM,HARD,22.218,86.973,100.629,0,1,2023,Mexico City Grand Prix
SAI,30.0,2.378,30.0,MEDIUM,HARD,22.062,87.64,102.133,0,0,2023,Mexico City Grand Prix
RUS,26.0,3.6630000000000003,26.0,MEDIUM,HARD,22.296,87.165,103.233,0,0,2023,Mexico City Grand Prix
BOT,31.0,2.23,31.0,MEDIUM,HARD,23.671,88.264,109.016,0,0,2023,Mexico City Grand Prix
PIA,25.0,2.75,25.0,MEDIUM,HARD,23.906,87.574,103.446,0,0,2023,Mexico City Grand Prix
VER,27.0,0.0,28.0,SOFT,MEDIUM,23.078,80.264,92.801,0,0,2023,São Paulo Grand Prix
VER,56.0,0.0,29.0,MEDIUM,SOFT,23.469,79.309,91.318,0,0,2023,São Paulo Grand Prix
NOR,27.0,3.515,25.0,SOFT,MEDIUM,23.875,80.818,93.952,0,0,2023,São Paulo Grand Prix
NOR,59.0,0.0,32.0,MEDIUM,SOFT,23.641,79.796,91.709,0,0,2023,São Paulo Grand Prix
ALO,25.0,5.687,26.0,SOFT,MEDIUM,24.312,80.972,93.588,0,0,2023,São Paulo Grand Prix
ALO,47.0,16.364,22.0,MEDIUM,SOFT,23.905,79.763,93.326,0,0,2023,São Paulo Grand Prix
PER,20.0,8.619,21.0,SOFT,MEDIUM,23.249,80.985,92.885,0,0,2023,São Paulo Grand Prix
PER,46.0,3.332,26.0,MEDIUM,SOFT,23.578,80.234,93.339,0,0,2023,São Paulo Grand Prix
STR,22.0,12.558,23.0,SOFT,MEDIUM,23.687,80.608,92.681,0,0,2023,São Paulo Grand Prix
STR,52.0,28.168,30.0,MEDIUM,SOFT,25.421,79.716,94.137,0,0,2023,São Paulo Grand Prix
SAI,26.0,10.098,28.0,SOFT,MEDIUM,23.562,81.058,92.852,0,0,2023,São Paulo Grand Prix
SAI,51.0,4.896,25.0,MEDIUM,SOFT,23.781,80.341,92.328,0,0,2023,São Paulo Grand Prix
GAS,26.0,2.745,27.0,SOFT,MEDIUM,25.374,81.513,95.176,0,0,2023,São Paulo Grand Prix
GAS,46.0,3.63,20.0,MEDIUM,SOFT,23.64,80.564,92.202,0,0,2023,São Paulo Grand Prix
HAM,18.0,7.474,19.0,SOFT,MEDIUM,23.546,82.182,93.995,0,0,2023,São Paulo Grand Prix
HAM,46.0,4.883,28.0,MEDIUM,SOFT,24.031,80.492,93.529,0,0,2023,São Paulo Grand Prix
TSU,26.0,2.706,24.0,SOFT,MEDIUM,27.172,80.763,98.254,0,0,2023,São Paulo Grand Prix
TSU,55.0,9.515,29.0,MEDIUM,SOFT,23.624,79.809,94.303,0,0,2023,São Paulo Grand Prix
OCO,14.0,0.933,15.0,SOFT,MEDIUM,24.0,81.41,93.781,0,0,2023,São Paulo Grand Prix
OCO,31.0,4.595,17.0,MEDIUM,SOFT,24.422,80.584,94.638,0,0,2023,São Paulo Grand Prix
OCO,51.0,2.933,23.0,SOFT,SOFT,23.484,80.059,92.038,0,0,2023,São Paulo Grand Prix
SAR,17.0,0.58,15.0,SOFT,SOFT,24.437,82.426,93.757,0,0,2023,São Paulo Grand Prix
SAR,44.0,12.783,27.0,SOFT,SOFT,24.187,81.995,94.677,0,0,2023,São Paulo Grand Prix
HUL,21.0,9.044,22.0,SOFT,SOFT,24.406,81.052,96.993,0,0,2023,São Paulo Grand Prix
HUL,46.0,10.348,28.0,SOFT,SOFT,23.937,80.729,95.519,0,0,2023,São Paulo Grand Prix
RIC,26.0,44.556,28.0,SOFT,MEDIUM,23.968,80.591,95.968,0,0,2023,São Paulo Grand Prix
RIC,55.0,26.365,29.0,MEDIUM,SOFT,23.624,79.237,94.215,0,0,2023,São Paulo Grand Prix
PIA,24.0,4.676,23.0,MEDIUM,SOFT,23.546,81.76,94.16,0,0,2023,São Paulo Grand Prix
PIA,52.0,5.203,31.0,SOFT,SOFT,23.343,82.846,93.762,0,0,2023,São Paulo Grand Prix
RUS,19.0,1.947,20.0,SOFT,MEDIUM,23.75,80.533,93.721,0,0,2023,São Paulo Grand Prix
RUS,45.0,1.383,26.0,MEDIUM,SOFT,23.922,81.183,94.153,0,0,2023,São Paulo Grand Prix
BOT,18.0,3.824,16.0,SOFT,MEDIUM,24.14,81.363,94.722,0,0,2023,São Paulo Grand Prix
ZHO,15.0,1.7650000000000001,13.0,SOFT,MEDIUM,24.016,81.661,94.953,0,0,2023,São Paulo Grand Prix
VER,16.0,0.0,16.0,MEDIUM,HARD,26.703,104.727,122.018,0,0,2023,Las Vegas Grand Prix
GAS,17.0,3.102,17.0,MEDIUM,HARD,22.344,105.772,117.332,0,0,2023,Las Vegas Grand Prix
LEC,21.0,0.0,21.0,MEDIUM,HARD,22.656,103.38,117.531,0,0,2023,Las Vegas Grand Prix
SAR,15.0,0.262,15.0,MEDIUM,HARD,21.406,106.786,116.51,0,1,2023,Las Vegas Grand Prix
MAG,14.0,2.814,14.0,MEDIUM,HARD,21.593,105.961,116.111,0,1,2023,Las Vegas Grand Prix
TSU,10.0,2.49,10.0,SOFT,MEDIUM,20.578,108.267,119.18,0,1,2023,Las Vegas Grand Prix
TSU,21.0,7.9879999999999995,11.0,MEDIUM,HARD,20.952,108.249,120.216,0,0,2023,Las Vegas Grand Prix
ALB,16.0,2.155,16.0,MEDIUM,HARD,21.39,105.842,117.184,0,0,2023,Las Vegas Grand Prix
HUL,12.0,0.938,12.0,MEDIUM,HARD,22.437,105.802,117.413,0,0,2023,Las Vegas Grand Prix
HUL,26.0,2.825,14.0,HARD,HARD,25.421,123.608,148.855,0,0,2023,Las Vegas Grand Prix
RIC,17.0,2.512,17.0,MEDIUM,HARD,22.234,106.533,118.992,0,0,2023,Las Vegas Grand Prix
OCO,20.0,2.547,20.0,MEDIUM,HARD,21.828,105.341,116.373,0,0,2023,Las Vegas Grand Prix
HAM,17.0,2.113,17.0,HARD,MEDIUM,25.094,118.137,119.931,0,0,2023,Las Vegas Grand Prix
HAM,26.0,5.434,9.0,MEDIUM,HARD,22.406,125.187,147.579,0,0,2023,Las Vegas Grand Prix
RUS,15.0,2.711,15.0,MEDIUM,HARD,21.203,104.106,115.47,0,0,2023,Las Vegas Grand Prix
BOT,24.0,3.216,23.0,HARD,MEDIUM,21.484,106.578,118.901,0,0,2023,Las Vegas Grand Prix
PIA,16.0,0.807,17.0,HARD,HARD,23.359,107.333,118.267,0,1,2023,Las Vegas Grand Prix
PIA,43.0,7.811,28.0,HARD,MEDIUM,20.546,101.648,112.939,0,0,2023,Las Vegas Grand Prix
VER,16.0,0.0,16.0,MEDIUM,HARD,21.609,92.558,110.188,0,0,2023,Abu Dhabi Grand Prix
VER,43.0,0.0,27.0,HARD,HARD,21.171,91.391,108.17,0,0,2023,Abu Dhabi Grand Prix
LEC,17.0,0.198,17.0,MEDIUM,HARD,21.89,92.468,110.342,0,0,2023,Abu Dhabi Grand Prix
LEC,35.0,8.646,18.0,HARD,HARD,21.328,91.443,108.82,0,0,2023,Abu Dhabi Grand Prix
RUS,14.0,1.859,14.0,MEDIUM,HARD,21.781,92.471,109.517,0,0,2023,Abu Dhabi Grand Prix
RUS,34.0,1.976,20.0,HARD,HARD,22.14,90.962,109.329,0,0,2023,Abu Dhabi Grand Prix
PER,17.0,3.076,17.0,MEDIUM,HARD,21.484,93.256,109.031,0,1,2023,Abu Dhabi Grand Prix
PER,42.0,16.499,25.0,HARD,HARD,21.25,90.958,108.079,0,0,2023,Abu Dhabi Grand Prix
NOR,14.0,3.03,14.0,MEDIUM,HARD,24.109,92.394,113.2,0,0,2023,Abu Dhabi Grand Prix
NOR,33.0,2.8609999999999998,19.0,HARD,HARD,21.562,91.445,107.697,0,0,2023,Abu Dhabi Grand Prix
PIA,13.0,1.52,13.0,MEDIUM,HARD,21.609,92.981,110.084,0,0,2023,Abu Dhabi Grand Prix
PIA,36.0,6.074,23.0,HARD,HARD,21.156,91.58,107.533,0,0,2023,Abu Dhabi Grand Prix
ALO,12.0,0.853,12.0,MEDIUM,HARD,22.343,93.378,110.005,0,0,2023,Abu Dhabi Grand Prix
ALO,36.0,2.295,25.0,HARD,HARD,21.812,92.048,110.279,0,0,2023,Abu Dhabi Grand Prix
TSU,22.0,0.0,22.0,MEDIUM,HARD,21.437,92.567,110.404,0,0,2023,Abu Dhabi Grand Prix
HAM,15.0,0.618,15.0,MEDIUM,HARD,22.187,93.651,110.835,0,1,2023,Abu Dhabi Grand Prix
HAM,35.0,1.9260000000000002,20.0,HARD,HARD,22.031,91.324,108.781,0,1,2023,Abu Dhabi Grand Prix
STR,22.0,1.502,23.0,HARD,HARD,21.891,92.915,108.971,0,0,2023,Abu Dhabi Grand Prix
STR,42.0,4.487,21.0,HARD,MEDIUM,21.578,91.64,108.24,0,0,2023,Abu Dhabi Grand Prix
RIC,7.0,0.618,7.0,MEDIUM,HARD,21.703,93.072,110.258,0,1,2023,Abu Dhabi Grand Prix
RIC,31.0,1.937,24.0,HARD,HARD,21.782,92.484,110.058,0,0,2023,Abu Dhabi Grand Prix
OCO,15.0,0.953,15.0,MEDIUM,HARD,22.047,93.667,110.615,0,0,2023,Abu Dhabi Grand Prix
GAS,17.0,3.077,17.0,MEDIUM,HARD,23.031,94.709,111.405,0,0,2023,Abu Dhabi Grand Prix
GAS,32.0,1.938,15.0,HARD,HARD,23.453,92.563,111.301,0,0,2023,Abu Dhabi Grand Prix
ALB,16.0,3.233,17.0,MEDIUM,HARD,22.25,94.282,111.901,0,0,2023,Abu Dhabi Grand Prix
ALB,43.0,10.31,27.0,HARD,HARD,21.937,92.175,109.385,0,0,2023,Abu Dhabi Grand Prix
HUL,13.0,3.463,13.0,MEDIUM,HARD,21.906,93.719,110.743,0,0,2023,Abu Dhabi Grand Prix
HUL,33.0,6.204,20.0,HARD,HARD,22.125,92.455,110.198,0,0,2023,Abu Dhabi Grand Prix
SAR,15.0,1.897,16.0,MEDIUM,HARD,22.155,94.856,111.904,0,0,2023,Abu Dhabi Grand Prix
SAR,41.0,1.626,26.0,HARD,HARD,21.921,92.696,110.027,0,0,2023,Abu Dhabi Grand Prix
ZHO,13.0,1.834,13.0,MEDIUM,HARD,22.874,93.899,112.402,0,0,2023,Abu Dhabi Grand Prix
ZHO,37.0,4.457,24.0,HARD,MEDIUM,22.313,92.936,110.896,0,1,2023,Abu Dhabi Grand Prix
SAI,23.0,1.512,23.0,HARD,HARD,21.219,93.587,109.257,0,0,2023,Abu Dhabi Grand Prix
SAI,56.0,11.272,33.0,HARD,SOFT,21.609,91.454,110.847,0,0,2023,Abu Dhabi Grand Prix
BOT,29.0,1.738,29.0,HARD,MEDIUM,22.625,94.094,113.086,0,0,2023,Abu Dhabi Grand Prix
MAG,5.0,0.424,5.0,MEDIUM,HARD,22.703,93.881,110.942,0,0,2023,Abu Dhabi Grand Prix
MAG,22.0,6.282,17.0,HARD,HARD,22.109,94.337,111.422,0,0,2023,Abu Dhabi Grand Prix
VER,17.0,0.0,20.0,SOFT,HARD,25.088,99.896,117.854,0,0,2024,Bahrain Grand Prix
VER,37.0,0.0,20.0,HARD,SOFT,24.218,99.234,116.445,0,0,2024,Bahrain Grand Prix
PER,12.0,9.62,15.0,SOFT,HARD,24.493,100.277,117.624,0,0,2024,Bahrain Grand Prix
PER,36.0,18.435,24.0,HARD,SOFT,24.423,99.365,115.808,0,0,2024,Bahrain Grand Prix
SAI,14.0,11.947,17.0,SOFT,HARD,24.58,99.753,117.225,0,0,2024,Bahrain Grand Prix
SAI,35.0,3.367,21.0,HARD,HARD,23.886,99.274,115.62,0,0,2024,Bahrain Grand Prix
LEC,11.0,1.316,14.0,SOFT,HARD,24.048,101.737,117.471,0,0,2024,Bahrain Grand Prix
LEC,34.0,11.422,23.0,HARD,HARD,24.081,99.614,116.166,0,0,2024,Bahrain Grand Prix
RUS,11.0,7.867,14.0,SOFT,HARD,24.766,100.515,118.46,0,0,2024,Bahrain Grand Prix
RUS,31.0,9.39,20.0,HARD,HARD,24.95,99.405,117.267,0,0,2024,Bahrain Grand Prix
NOR,13.0,2.875,16.0,SOFT,HARD,24.11,100.635,117.77,0,0,2024,Bahrain Grand Prix
NOR,33.0,2.561,20.0,HARD,HARD,24.8,99.626,116.898,0,0,2024,Bahrain Grand Prix
HAM,12.0,2.116,15.0,SOFT,HARD,25.064,100.889,118.645,0,0,2024,Bahrain Grand Prix
HAM,33.0,2.181,21.0,HARD,HARD,24.119,99.696,114.974,0,1,2024,Bahrain Grand Prix
PIA,12.0,1.962,15.0,SOFT,HARD,25.416,100.739,118.689,0,0,2024,Bahrain Grand Prix
PIA,34.0,1.581,22.0,HARD,HARD,24.794,99.211,119.703,0,0,2024,Bahrain Grand Prix
ALO,15.0,10.138,18.0,SOFT,HARD,24.862,101.101,118.814,0,0,2024,Bahrain Grand Prix
ALO,41.0,2.685,26.0,HARD,HARD,25.061,100.261,116.899,0,0,2024,Bahrain Grand Prix
STR,9.0,0.446,9.0,SOFT,HARD,24.354,102.112,117.815,0,1,2024,Bahrain Grand Prix
STR,27.0,2.643,18.0,HARD,HARD,24.42,100.71,116.64,0,1,2024,Bahrain Grand Prix
ZHO,9.0,0.689,9.0,SOFT,HARD,25.141,101.849,119.328,0,1,2024,Bahrain Grand Prix
ZHO,28.0,6.928,19.0,HARD,HARD,24.983,100.675,117.076,0,0,2024,Bahrain Grand Prix
MAG,11.0,2.137,11.0,SOFT,HARD,25.897,101.088,119.682,0,1,2024,Bahrain Grand Prix
MAG,32.0,5.895,21.0,HARD,HARD,24.557,100.565,116.655,0,0,2024,Bahrain Grand Prix
RIC,13.0,4.977,16.0,SOFT,HARD,24.591,102.173,119.408,0,0,2024,Bahrain Grand Prix
RIC,35.0,1.69,22.0,HARD,SOFT,24.769,100.595,116.995,0,1,2024,Bahrain Grand Prix
TSU,14.0,2.4859999999999998,14.0,SOFT,HARD,24.673,101.138,119.588,0,0,2024,Bahrain Grand Prix
TSU,34.0,11.388,20.0,HARD,HARD,24.598,100.835,117.417,0,0,2024,Bahrain Grand Prix
ALB,15.0,0.025,15.0,SOFT,HARD,24.779,101.171,119.341,0,0,2024,Bahrain Grand Prix
ALB,36.0,9.524000000000001,21.0,HARD,HARD,24.682,100.333,117.632,0,0,2024,Bahrain Grand Prix
HUL,20.0,3.4699999999999998,19.0,HARD,HARD,24.613,100.798,118.699,0,0,2024,Bahrain Grand Prix
HUL,41.0,2.8129999999999997,21.0,HARD,SOFT,24.333,99.569,116.108,0,0,2024,Bahrain Grand Prix
OCO,10.0,0.547,10.0,SOFT,HARD,24.691,101.642,119.014,0,1,2024,Bahrain Grand Prix
OCO,30.0,5.897,20.0,HARD,HARD,25.13,101.21,119.322,0,0,2024,Bahrain Grand Prix
GAS,12.0,0.896,12.0,SOFT,HARD,29.802,101.456,124.565,0,0,2024,Bahrain Grand Prix
GAS,31.0,0.42,19.0,HARD,HARD,26.536,100.432,119.77,0,0,2024,Bahrain Grand Prix
GAS,43.0,3.542,12.0,HARD,SOFT,25.107,99.291,116.481,0,0,2024,Bahrain Grand Prix
BOT,12.0,2.203,12.0,SOFT,HARD,26.566,103.145,121.081,0,0,2024,Bahrain Grand Prix
SAR,28.0,65.987,18.0,HARD,HARD,25.143,100.535,121.581,0,0,2024,Bahrain Grand Prix
SAR,40.0,22.385,12.0,HARD,SOFT,25.429,99.817,120.282,0,0,2024,Bahrain Grand Prix
ZHO,41.0,22.639,41.0,MEDIUM,SOFT,46.349,96.379,137.392,0,0,2024,Saudi Arabian Grand Prix
HUL,33.0,10.656,33.0,MEDIUM,HARD,21.107,96.601,111.863,0,0,2024,Saudi Arabian Grand Prix
NOR,37.0,6.436,37.0,MEDIUM,SOFT,22.266,96.675,110.849,0,0,2024,Saudi Arabian Grand Prix
HAM,36.0,4.311,36.0,MEDIUM,SOFT,20.236,95.967,109.485,0,0,2024,Saudi Arabian Grand Prix
BOT,35.0,1.6059999999999999,28.0,HARD,SOFT,23.262,97.864,114.249,0,0,2024,Saudi Arabian Grand Prix
GAS,17.0,1.667,17.0,MEDIUM,HARD,20.245,117.788,89.888,0,0,2024,Australian Grand Prix
GAS,41.0,1.1400000000000001,24.0,HARD,HARD,17.575,104.594,88.171,0,0,2024,Australian Grand Prix
PER,14.0,7.303,14.0,MEDIUM,HARD,17.96,98.693,87.909,0,0,2024,Australian Grand Prix
PER,35.0,3.9859999999999998,21.0,HARD,HARD,17.19,99.44,87.672,0,0,2024,Australian Grand Prix
ALO,17.0,4.549,18.0,HARD,MEDIUM,18.141,108.609,90.723,0,0,2024,Australian Grand Prix
ALO,41.0,10.798,25.0,MEDIUM,HARD,17.816,98.988,87.347,0,0,2024,Australian Grand Prix
LEC,9.0,0.878,9.0,MEDIUM,HARD,17.174,96.036,87.861,0,1,2024,Australian Grand Prix
LEC,34.0,8.725,25.0,HARD,HARD,17.213,95.962,87.951,0,0,2024,Australian Grand Prix
STR,8.0,0.855,9.0,MEDIUM,HARD,17.75,97.362,87.945,0,1,2024,Australian Grand Prix
STR,37.0,8.922,30.0,HARD,HARD,17.83,97.526,87.847,0,0,2024,Australian Grand Prix
MAG,7.0,1.958,7.0,MEDIUM,HARD,18.213,97.945,89.979,0,1,2024,Australian Grand Prix
MAG,33.0,3.319,26.0,HARD,HARD,18.078,97.802,88.539,0,0,2024,Australian Grand Prix
TSU,9.0,2.137,9.0,MEDIUM,HARD,18.525,98.21,89.892,0,0,2024,Australian Grand Prix
TSU,36.0,2.561,27.0,HARD,HARD,17.478,97.156,89.144,0,0,2024,Australian Grand Prix
ALB,6.0,0.478,6.0,MEDIUM,HARD,17.573,97.861,88.447,0,1,2024,Australian Grand Prix
ALB,27.0,6.073,21.0,HARD,HARD,17.614,97.44,89.209,0,0,2024,Australian Grand Prix
ZHO,6.0,1.061,6.0,SOFT,HARD,18.945,98.941,91.168,0,0,2024,Australian Grand Prix
ZHO,35.0,9.661,30.0,HARD,HARD,36.696,116.595,88.57,0,0,2024,Australian Grand Prix
HUL,17.0,7.115,17.0,HARD,MEDIUM,18.218,114.498,87.954,0,0,2024,Australian Grand Prix
HUL,35.0,5.312,18.0,MEDIUM,HARD,18.102,97.314,87.3,0,0,2024,Australian Grand Prix
RIC,5.0,0.902,5.0,SOFT,HARD,18.142,98.806,90.576,0,0,2024,Australian Grand Prix
RIC,29.0,4.452,24.0,HARD,HARD,17.6,97.341,90.602,0,0,2024,Australian Grand Prix
OCO,9.0,4.356,9.0,MEDIUM,HARD,18.313,97.948,89.439,0,0,2024,Australian Grand Prix
OCO,16.0,0.709,7.0,HARD,HARD,30.508,110.665,107.066,0,0,2024,Australian Grand Prix
OCO,42.0,4.436,26.0,HARD,HARD,17.794,98.198,88.206,0,0,2024,Australian Grand Prix
NOR,14.0,6.838,14.0,MEDIUM,HARD,17.822,98.099,88.205,0,0,2024,Australian Grand Prix
NOR,40.0,10.127,27.0,HARD,HARD,17.621,96.023,86.576,0,0,2024,Australian Grand Prix
HAM,7.0,0.466,7.0,SOFT,HARD,17.543,96.858,88.164,0,1,2024,Australian Grand Prix
SAI,16.0,0.0,16.0,MEDIUM,HARD,17.519,96.31,103.765,0,0,2024,Australian Grand Prix
SAI,41.0,0.0,25.0,HARD,HARD,17.705,95.51,87.215,0,0,2024,Australian Grand Prix
RUS,8.0,3.349,8.0,MEDIUM,HARD,17.943,96.92,88.331,0,0,2024,Australian Grand Prix
RUS,45.0,7.546,37.0,HARD,HARD,17.795,96.343,86.434,0,0,2024,Australian Grand Prix
BOT,8.0,1.712,9.0,MEDIUM,HARD,46.918,126.645,89.919,0,0,2024,Australian Grand Prix
BOT,36.0,3.036,29.0,HARD,HARD,18.87,98.523,88.154,0,0,2024,Australian Grand Prix
PIA,9.0,0.822,9.0,MEDIUM,HARD,17.274,96.501,87.799,0,0,2024,Australian Grand Prix
PIA,39.0,8.056,31.0,HARD,HARD,18.426,96.781,86.93,0,0,2024,Australian Grand Prix
VER,16.0,0.0,16.0,MEDIUM,MEDIUM,23.125,100.272,116.478,0,0,2024,Japanese Grand Prix
VER,34.0,0.0,18.0,MEDIUM,HARD,23.152,99.226,115.503,0,0,2024,Japanese Grand Prix
PER,15.0,5.124,15.0,MEDIUM,MEDIUM,22.928,100.906,114.826,0,0,2024,Japanese Grand Prix
PER,33.0,11.557,18.0,MEDIUM,HARD,22.904,99.409,114.946,0,0,2024,Japanese Grand Prix
SAI,15.0,4.247,14.0,MEDIUM,MEDIUM,23.113,100.439,116.159,0,0,2024,Japanese Grand Prix
SAI,36.0,0.0,22.0,MEDIUM,HARD,23.407,99.31,115.063,0,0,2024,Japanese Grand Prix
LEC,26.0,8.239,25.0,MEDIUM,HARD,23.266,103.175,115.623,0,0,2024,Japanese Grand Prix
NOR,11.0,3.081,11.0,MEDIUM,HARD,22.922,100.76,115.643,0,1,2024,Japanese Grand Prix
NOR,26.0,2.545,15.0,HARD,HARD,23.338,100.917,116.621,0,1,2024,Japanese Grand Prix
ALO,13.0,5.304,13.0,SOFT,MEDIUM,23.001,100.816,116.544,0,0,2024,Japanese Grand Prix
ALO,33.0,9.844,20.0,MEDIUM,HARD,23.096,99.794,115.043,0,0,2024,Japanese Grand Prix
RUS,22.0,1.036,21.0,HARD,HARD,23.396,100.895,115.552,0,0,2024,Japanese Grand Prix
RUS,37.0,3.9459999999999997,15.0,HARD,MEDIUM,22.968,98.83,113.925,0,0,2024,Japanese Grand Prix
PIA,12.0,1.437,12.0,MEDIUM,HARD,23.445,101.083,118.558,0,0,2024,Japanese Grand Prix
PIA,32.0,4.494,20.0,HARD,HARD,22.646,99.482,115.493,0,0,2024,Japanese Grand Prix
HAM,23.0,0.9,22.0,HARD,HARD,23.345,101.466,115.127,0,0,2024,Japanese Grand Prix
HAM,39.0,3.204,16.0,HARD,MEDIUM,23.814,99.03,114.409,0,0,2024,Japanese Grand Prix
TSU,7.0,1.967,9.0,SOFT,HARD,23.134,100.998,118.044,0,0,2024,Japanese Grand Prix
TSU,22.0,0.615,15.0,HARD,HARD,23.418,101.916,117.251,0,0,2024,Japanese Grand Prix
HUL,5.0,0.651,5.0,SOFT,HARD,23.683,101.491,117.275,0,1,2024,Japanese Grand Prix
HUL,33.0,32.049,28.0,HARD,HARD,24.127,103.896,117.385,0,0,2024,Japanese Grand Prix
STR,12.0,6.814,11.0,SOFT,MEDIUM,23.302,101.638,116.221,0,0,2024,Japanese Grand Prix
STR,22.0,0.624,10.0,MEDIUM,HARD,23.258,102.328,116.743,0,0,2024,Japanese Grand Prix
STR,34.0,1.371,12.0,HARD,SOFT,22.848,99.55,113.728,0,0,2024,Japanese Grand Prix
MAG,22.0,18.958,21.0,MEDIUM,HARD,26.196,102.164,121.576,0,0,2024,Japanese Grand Prix
BOT,6.0,0.681,6.0,SOFT,HARD,24.683,101.288,117.449,0,1,2024,Japanese Grand Prix
BOT,22.0,0.497,16.0,HARD,HARD,25.861,102.311,121.647,0,0,2024,Japanese Grand Prix
OCO,19.0,1.776,18.0,HARD,HARD,23.205,102.283,118.375,0,0,2024,Japanese Grand Prix
OCO,33.0,6.994,14.0,HARD,MEDIUM,24.065,100.764,117.831,0,0,2024,Japanese Grand Prix
GAS,16.0,4.885,15.0,HARD,MEDIUM,23.816,103.476,118.732,0,0,2024,Japanese Grand Prix
GAS,32.0,7.04,16.0,MEDIUM,HARD,23.025,101.728,117.833,0,0,2024,Japanese Grand Prix
SAR,22.0,1.071,21.0,HARD,HARD,25.394,101.989,121.843,0,0,2024,Japanese Grand Prix
SAR,34.0,1.4060000000000001,12.0,HARD,MEDIUM,24.063,100.392,116.181,0,0,2024,Japanese Grand Prix
SAR,41.0,5.843,7.0,MEDIUM,SOFT,23.179,143.782,115.171,0,0,2024,Japanese Grand Prix
ZHO,7.0,0.526,6.0,SOFT,HARD,23.779,102.874,118.402,0,0,2024,Japanese Grand Prix
ZHO,11.0,5.502,4.0,HARD,HARD,26.788,101.117,128.193,0,0,2024,Japanese Grand Prix
VER,13.0,0.0,13.0,MEDIUM,HARD,22.572,106.526,119.074,0,0,2024,Chinese Grand Prix
GAS,11.0,10.563,11.0,MEDIUM,HARD,39.612,108.722,137.655,0,0,2024,Chinese Grand Prix
GAS,23.0,1.009,12.0,HARD,HARD,24.031,138.481,149.898,0,0,2024,Chinese Grand Prix
GAS,38.0,2.423,15.0,HARD,MEDIUM,22.729,106.348,118.239,0,0,2024,Chinese Grand Prix
PER,13.0,9.356,13.0,MEDIUM,HARD,21.957,106.866,118.255,0,0,2024,Chinese Grand Prix
ALO,11.0,4.776,11.0,MEDIUM,HARD,22.927,108.048,120.05,0,0,2024,Chinese Grand Prix
ALO,23.0,17.873,12.0,HARD,SOFT,22.623,137.153,148.542,0,0,2024,Chinese Grand Prix
ALO,43.0,5.554,20.0,SOFT,MEDIUM,23.157,105.953,117.277,0,0,2024,Chinese Grand Prix
STR,9.0,3.768,9.0,SOFT,MEDIUM,23.783,107.714,119.726,0,0,2024,Chinese Grand Prix
STR,35.0,2.009,9.0,MEDIUM,HARD,34.703,105.678,130.576,0,0,2024,Chinese Grand Prix
SAR,12.0,1.06,12.0,SOFT,MEDIUM,23.225,109.069,120.228,0,0,2024,Chinese Grand Prix
SAR,24.0,2.215,12.0,MEDIUM,HARD,22.661,135.351,126.753,0,0,2024,Chinese Grand Prix
MAG,17.0,3.951,17.0,HARD,HARD,22.913,110.262,120.904,0,0,2024,Chinese Grand Prix
TSU,8.0,1.173,8.0,SOFT,MEDIUM,23.059,108.43,119.845,0,1,2024,Chinese Grand Prix
TSU,23.0,2.151,15.0,MEDIUM,HARD,22.427,137.702,149.433,0,0,2024,Chinese Grand Prix
ALB,9.0,0.968,9.0,MEDIUM,MEDIUM,23.177,108.371,121.494,0,0,2024,Chinese Grand Prix
ALB,23.0,2.683,14.0,MEDIUM,HARD,23.516,136.59,149.799,0,1,2024,Chinese Grand Prix
ZHO,8.0,0.933,8.0,MEDIUM,HARD,23.244,109.478,121.214,0,0,2024,Chinese Grand Prix
ZHO,40.0,4.437,17.0,HARD,SOFT,23.285,106.271,118.828,0,0,2024,Chinese Grand Prix
