Driver,LapNumber,Gap_To_Ahead,TyreAge_In,OldCompound,NewCompound,StationaryDuration,InLap_Sec,OutLap_Sec,Is_Traffic,Undercut_Successful,Year,GP_Name
PER,19.0,1.851,19.0,HARD,INTERMEDIATE,28.303,101.868,119.15,0,0,2024,British Grand Prix
PER,28.0,10.001,9.0,INTERMEDIATE,INTERMEDIATE,32.366,105.224,124.385,0,0,2024,British Grand Prix
PER,37.0,17.296,9.0,INTERMEDIATE,MEDIUM,29.196,99.697,120.171,0,0,2024,British Grand Prix
PER,47.0,27.747,10.0,MEDIUM,SOFT,28.895,90.795,125.507,0,0,2024,British Grand Prix
ZHO,12.0,2.699,12.0,SOFT,MEDIUM,29.143,94.235,115.049,0,0,2024,British Grand Prix
ZHO,19.0,20.142,7.0,MEDIUM,INTERMEDIATE,29.896,106.313,125.955,0,0,2024,British Grand Prix
ZHO,26.0,55.786,7.0,INTERMEDIATE,INTERMEDIATE,29.073,105.113,124.515,0,0,2024,British Grand Prix
ZHO,37.0,48.026,11.0,INTERMEDIATE,SOFT,32.983,101.608,126.729,0,0,2024,British Grand Prix
RUS,27.0,1.361,27.0,MEDIUM,INTERMEDIATE,32.139,107.698,124.342,0,0,2024,British Grand Prix
PIA,18.0,0.0,18.0,MEDIUM,HARD,21.672,86.496,102.479,0,0,2024,Hungarian Grand Prix
PIA,47.0,0.0,30.0,HARD,MEDIUM,21.856,86.252,101.384,0,0,2024,Hungarian Grand Prix
NOR,17.0,3.502,17.0,MEDIUM,HARD,21.726,86.485,101.807,0,0,2024,Hungarian Grand Prix
NOR,45.0,2.051,29.0,HARD,MEDIUM,21.279,86.328,98.951,0,1,2024,Hungarian Grand Prix
HAM,16.0,1.152,16.0,MEDIUM,HARD,21.313,87.246,100.316,0,1,2024,Hungarian Grand Prix
HAM,40.0,8.817,24.0,HARD,HARD,21.93,87.733,101.018,0,0,2024,Hungarian Grand Prix
LEC,23.0,0.0,23.0,MEDIUM,HARD,21.872,86.918,102.028,0,0,2024,Hungarian Grand Prix
LEC,40.0,1.084,17.0,HARD,MEDIUM,21.653,87.274,100.816,0,0,2024,Hungarian Grand Prix
VER,21.0,0.0,21.0,MEDIUM,HARD,22.243,87.027,101.788,0,0,2024,Hungarian Grand Prix
VER,49.0,0.0,28.0,HARD,MEDIUM,21.329,86.468,99.29,0,0,2024,Hungarian Grand Prix
SAI,21.0,4.987,21.0,MEDIUM,HARD,21.545,87.324,102.164,0,0,2024,Hungarian Grand Prix
SAI,47.0,8.901,26.0,HARD,MEDIUM,21.487,87.215,100.364,0,0,2024,Hungarian Grand Prix
PER,28.0,1.2770000000000001,28.0,HARD,MEDIUM,21.323,88.128,102.686,0,1,2024,Hungarian Grand Prix
PER,47.0,14.755,19.0,MEDIUM,MEDIUM,21.06,85.878,99.508,0,0,2024,Hungarian Grand Prix
RUS,33.0,18.206,33.0,HARD,MEDIUM,21.376,88.191,100.21,0,0,2024,Hungarian Grand Prix
RUS,53.0,7.74,20.0,MEDIUM,HARD,21.315,85.333,98.565,0,0,2024,Hungarian Grand Prix
TSU,29.0,8.166,29.0,MEDIUM,HARD,21.478,88.185,101.656,0,0,2024,Hungarian Grand Prix
STR,14.0,8.262,17.0,SOFT,MEDIUM,23.375,88.097,104.868,0,0,2024,Hungarian Grand Prix
STR,45.0,13.915,32.0,MEDIUM,HARD,22.378,87.098,102.054,0,0,2024,Hungarian Grand Prix
ALO,7.0,5.345,9.0,SOFT,MEDIUM,22.538,86.161,103.292,0,0,2024,Hungarian Grand Prix
ALO,37.0,31.929,31.0,MEDIUM,HARD,21.879,87.324,100.829,0,0,2024,Hungarian Grand Prix
RIC,7.0,1.911,7.0,MEDIUM,HARD,21.08,86.3,103.084,0,0,2024,Hungarian Grand Prix
RIC,28.0,0.715,21.0,HARD,HARD,21.394,88.132,99.927,0,1,2024,Hungarian Grand Prix
HUL,2.0,0.491,2.0,MEDIUM,HARD,22.364,88.821,101.266,0,0,2024,Hungarian Grand Prix
HUL,29.0,0.695,27.0,HARD,HARD,22.566,87.89,102.766,0,0,2024,Hungarian Grand Prix
ALB,6.0,0.714,6.0,SOFT,HARD,22.081,88.058,102.198,0,0,2024,Hungarian Grand Prix
ALB,29.0,1.264,23.0,HARD,HARD,23.581,87.968,103.736,0,0,2024,Hungarian Grand Prix
MAG,6.0,0.801,6.0,SOFT,HARD,21.891,88.066,102.43,0,0,2024,Hungarian Grand Prix
MAG,34.0,6.8100000000000005,28.0,HARD,HARD,22.485,88.105,103.404,0,0,2024,Hungarian Grand Prix
BOT,16.0,3.789,17.0,MEDIUM,HARD,22.136,88.01,102.901,0,0,2024,Hungarian Grand Prix
BOT,45.0,2.549,29.0,HARD,HARD,21.897,88.675,102.313,0,0,2024,Hungarian Grand Prix
SAR,8.0,1.373,8.0,MEDIUM,HARD,21.682,87.436,102.746,0,0,2024,Hungarian Grand Prix
SAR,33.0,2.686,25.0,HARD,HARD,21.421,88.01,101.91,0,0,2024,Hungarian Grand Prix
SAR,63.0,2.991,30.0,HARD,SOFT,21.875,89.989,99.81,0,0,2024,Hungarian Grand Prix
OCO,6.0,0.854,6.0,MEDIUM,HARD,21.942,88.553,101.761,0,0,2024,Hungarian Grand Prix
OCO,30.0,2.596,24.0,HARD,HARD,21.375,88.594,101.704,0,0,2024,Hungarian Grand Prix
OCO,64.0,7.476,34.0,HARD,SOFT,21.169,91.815,101.409,0,0,2024,Hungarian Grand Prix
ZHO,7.0,0.669,8.0,MEDIUM,HARD,21.931,88.146,102.412,0,0,2024,Hungarian Grand Prix
ZHO,36.0,2.707,29.0,HARD,HARD,22.177,89.15,103.928,0,0,2024,Hungarian Grand Prix
GAS,28.0,11.98,28.0,HARD,MEDIUM,21.397,88.972,101.671,0,0,2024,Hungarian Grand Prix
HAM,11.0,0.0,11.0,MEDIUM,HARD,23.198,114.328,124.792,0,0,2024,Belgian Grand Prix
HAM,26.0,0.0,15.0,HARD,HARD,22.665,112.047,121.3,0,0,2024,Belgian Grand Prix
PIA,11.0,1.5270000000000001,11.0,MEDIUM,HARD,22.684,114.271,123.103,0,0,2024,Belgian Grand Prix
PIA,30.0,0.0,19.0,HARD,HARD,24.244,111.738,121.424,0,0,2024,Belgian Grand Prix
LEC,12.0,0.0,12.0,MEDIUM,HARD,23.377,114.091,122.667,0,0,2024,Belgian Grand Prix
LEC,25.0,2.421,13.0,HARD,HARD,23.394,112.358,121.972,0,0,2024,Belgian Grand Prix
VER,10.0,0.869,10.0,MEDIUM,HARD,23.137,114.655,122.789,0,1,2024,Belgian Grand Prix
VER,28.0,1.608,18.0,HARD,MEDIUM,22.928,112.026,120.489,0,0,2024,Belgian Grand Prix
NOR,15.0,3.192,15.0,MEDIUM,HARD,22.747,113.928,121.761,0,1,2024,Belgian Grand Prix
NOR,29.0,2.544,14.0,HARD,HARD,22.613,111.781,120.262,0,0,2024,Belgian Grand Prix
SAI,20.0,0.0,20.0,HARD,MEDIUM,22.916,113.718,122.634,0,0,2024,Belgian Grand Prix
SAI,28.0,4.8309999999999995,8.0,MEDIUM,HARD,23.028,112.56,121.61,0,0,2024,Belgian Grand Prix
PER,11.0,2.344,11.0,MEDIUM,MEDIUM,22.637,114.844,123.704,0,0,2024,Belgian Grand Prix
PER,21.0,3.763,10.0,MEDIUM,HARD,22.552,114.682,121.831,0,0,2024,Belgian Grand Prix
PER,42.0,2.558,21.0,HARD,SOFT,22.716,112.866,123.523,0,0,2024,Belgian Grand Prix
ALO,13.0,7.818,13.0,MEDIUM,MEDIUM,23.116,114.654,123.993,0,0,2024,Belgian Grand Prix
OCO,12.0,2.727,12.0,MEDIUM,HARD,23.447,115.525,123.593,0,0,2024,Belgian Grand Prix
OCO,30.0,3.217,18.0,HARD,HARD,23.504,112.671,122.496,0,0,2024,Belgian Grand Prix
RIC,8.0,0.728,8.0,SOFT,MEDIUM,22.657,115.595,123.019,0,1,2024,Belgian Grand Prix
RIC,21.0,0.798,13.0,MEDIUM,SOFT,22.231,114.387,124.465,0,1,2024,Belgian Grand Prix
STR,12.0,3.936,12.0,MEDIUM,MEDIUM,22.884,115.246,124.552,0,0,2024,Belgian Grand Prix
ALB,8.0,1.033,8.0,MEDIUM,MEDIUM,23.493,115.365,123.191,0,1,2024,Belgian Grand Prix
ALB,23.0,3.305,15.0,MEDIUM,HARD,22.88,114.299,123.159,0,0,2024,Belgian Grand Prix
GAS,9.0,1.31,9.0,MEDIUM,HARD,23.017,116.01,124.826,0,1,2024,Belgian Grand Prix
GAS,28.0,2.844,19.0,HARD,HARD,22.862,113.715,122.54,0,0,2024,Belgian Grand Prix
MAG,17.0,6.849,17.0,MEDIUM,HARD,23.58,114.556,124.382,0,0,2024,Belgian Grand Prix
BOT,11.0,2.065,11.0,MEDIUM,HARD,23.196,115.226,122.971,0,1,2024,Belgian Grand Prix
BOT,35.0,5.68,24.0,HARD,MEDIUM,23.076,113.284,122.192,0,0,2024,Belgian Grand Prix
TSU,15.0,2.182,15.0,MEDIUM,SOFT,23.423,116.408,124.84,0,0,2024,Belgian Grand Prix
SAR,8.0,1.2810000000000001,8.0,MEDIUM,MEDIUM,23.267,115.636,123.886,0,1,2024,Belgian Grand Prix
SAR,24.0,2.598,16.0,MEDIUM,HARD,23.574,115.713,123.841,0,0,2024,Belgian Grand Prix
HUL,7.0,1.246,7.0,MEDIUM,HARD,23.557,115.52,124.815,0,1,2024,Belgian Grand Prix
HUL,20.0,1.478,13.0,HARD,MEDIUM,23.339,114.819,123.837,0,0,2024,Belgian Grand Prix
RUS,10.0,1.018,10.0,MEDIUM,HARD,22.684,114.652,122.456,0,0,2024,Belgian Grand Prix
NOR,28.0,0.0,28.0,MEDIUM,HARD,21.52,79.241,95.15,0,0,2024,Dutch Grand Prix
VER,27.0,5.654,27.0,MEDIUM,HARD,20.749,79.89,94.574,0,0,2024,Dutch Grand Prix
LEC,24.0,0.272,24.0,MEDIUM,HARD,20.821,79.947,93.239,0,0,2024,Dutch Grand Prix
PIA,33.0,0.0,33.0,MEDIUM,HARD,21.079,79.492,94.573,0,0,2024,Dutch Grand Prix
SAI,30.0,7.811,30.0,MEDIUM,HARD,20.686,79.673,94.918,0,0,2024,Dutch Grand Prix
PER,29.0,5.147,29.0,MEDIUM,HARD,22.992,80.183,96.537,0,0,2024,Dutch Grand Prix
RUS,25.0,6.361,25.0,MEDIUM,HARD,21.656,79.178,95.811,0,0,2024,Dutch Grand Prix
RUS,54.0,5.725,29.0,HARD,SOFT,21.055,79.082,93.228,0,0,2024,Dutch Grand Prix
HAM,23.0,0.897,23.0,SOFT,HARD,21.146,80.674,94.272,0,0,2024,Dutch Grand Prix
HAM,48.0,5.917,25.0,HARD,SOFT,21.091,78.25,93.612,0,0,2024,Dutch Grand Prix
GAS,32.0,4.428,32.0,MEDIUM,HARD,22.581,80.262,97.706,0,0,2024,Dutch Grand Prix
ALO,31.0,3.668,31.0,MEDIUM,HARD,21.279,81.976,95.807,0,0,2024,Dutch Grand Prix
HUL,14.0,1.146,14.0,MEDIUM,HARD,21.731,81.339,95.205,0,0,2024,Dutch Grand Prix
RIC,29.0,3.302,29.0,MEDIUM,HARD,20.706,81.621,95.924,0,0,2024,Dutch Grand Prix
STR,30.0,4.665,30.0,MEDIUM,HARD,21.642,80.575,95.126,0,0,2024,Dutch Grand Prix
ALB,12.0,0.459,12.0,MEDIUM,HARD,21.282,80.841,95.384,0,0,2024,Dutch Grand Prix
ALB,54.0,5.453,42.0,HARD,MEDIUM,20.949,79.155,94.753,0,0,2024,Dutch Grand Prix
OCO,30.0,4.337,30.0,MEDIUM,HARD,21.033,81.104,95.661,0,0,2024,Dutch Grand Prix
SAR,22.0,3.987,22.0,MEDIUM,HARD,22.098,83.235,96.337,0,0,2024,Dutch Grand Prix
TSU,14.0,1.065,14.0,SOFT,MEDIUM,21.192,81.182,95.861,0,0,2024,Dutch Grand Prix
TSU,32.0,6.196,18.0,MEDIUM,HARD,20.916,79.729,96.022,0,0,2024,Dutch Grand Prix
MAG,40.0,0.022,40.0,HARD,MEDIUM,21.391,83.97,95.156,0,0,2024,Dutch Grand Prix
BOT,15.0,0.254,15.0,SOFT,HARD,20.739,82.849,95.848,0,0,2024,Dutch Grand Prix
BOT,43.0,11.278,28.0,HARD,MEDIUM,21.156,80.969,95.854,0,0,2024,Dutch Grand Prix
ZHO,18.0,5.751,18.0,MEDIUM,HARD,21.17,81.758,97.604,0,0,2024,Dutch Grand Prix
ZHO,51.0,8.932,33.0,HARD,SOFT,22.026,80.809,99.404,0,0,2024,Dutch Grand Prix
LEC,15.0,3.413,15.0,MEDIUM,HARD,24.419,90.192,104.888,0,0,2024,Italian Grand Prix
PIA,16.0,0.0,16.0,MEDIUM,HARD,23.763,89.939,104.25,0,0,2024,Italian Grand Prix
PIA,38.0,0.0,22.0,HARD,HARD,24.777,88.125,103.438,0,0,2024,Italian Grand Prix
NOR,14.0,0.953,14.0,MEDIUM,HARD,24.172,89.417,103.84,0,1,2024,Italian Grand Prix
NOR,32.0,4.905,18.0,HARD,HARD,24.864,87.414,104.073,0,0,2024,Italian Grand Prix
SAI,19.0,0.0,19.0,MEDIUM,HARD,24.316,90.388,104.811,0,0,2024,Italian Grand Prix
HAM,15.0,1.5070000000000001,15.0,MEDIUM,HARD,24.789,90.365,105.664,0,0,2024,Italian Grand Prix
HAM,37.0,1.956,22.0,HARD,HARD,24.154,88.349,102.426,0,0,2024,Italian Grand Prix
VER,22.0,0.0,22.0,HARD,HARD,28.085,89.668,107.839,0,0,2024,Italian Grand Prix
VER,41.0,4.035,19.0,HARD,MEDIUM,23.952,88.738,104.09,0,0,2024,Italian Grand Prix
RUS,11.0,2.202,11.0,MEDIUM,HARD,32.727,91.175,113.412,0,0,2024,Italian Grand Prix
RUS,33.0,0.539,22.0,HARD,HARD,26.309,88.264,104.863,0,0,2024,Italian Grand Prix
PER,23.0,0.0,23.0,HARD,HARD,24.602,89.869,105.017,0,0,2024,Italian Grand Prix
PER,35.0,3.559,12.0,HARD,MEDIUM,24.009,88.255,104.074,0,0,2024,Italian Grand Prix
ALB,17.0,11.557,17.0,MEDIUM,HARD,24.8,91.436,106.033,0,0,2024,Italian Grand Prix
MAG,14.0,4.147,14.0,MEDIUM,HARD,25.669,89.943,107.023,0,0,2024,Italian Grand Prix
ALO,12.0,0.965,13.0,MEDIUM,HARD,24.875,89.74,105.594,0,1,2024,Italian Grand Prix
ALO,35.0,15.485,24.0,HARD,HARD,24.561,89.799,104.152,0,0,2024,Italian Grand Prix
COL,16.0,4.195,16.0,MEDIUM,HARD,25.187,91.193,106.349,0,1,2024,Italian Grand Prix
RIC,11.0,1.098,11.0,MEDIUM,HARD,30.393,91.962,112.188,0,0,2024,Italian Grand Prix
OCO,31.0,4.88,31.0,HARD,MEDIUM,24.194,90.757,104.71,0,0,2024,Italian Grand Prix
GAS,10.0,1.6440000000000001,10.0,MEDIUM,HARD,24.419,91.535,105.677,0,0,2024,Italian Grand Prix
GAS,30.0,1.098,20.0,HARD,HARD,24.182,91.004,105.757,0,1,2024,Italian Grand Prix
BOT,33.0,1.444,34.0,HARD,MEDIUM,24.475,90.924,105.462,0,0,2024,Italian Grand Prix
HUL,5.0,0.37,5.0,MEDIUM,HARD,38.845,91.729,120.178,0,0,2024,Italian Grand Prix
HUL,32.0,8.966,27.0,HARD,HARD,36.564,89.903,116.554,0,0,2024,Italian Grand Prix
ZHO,15.0,2.726,16.0,MEDIUM,HARD,27.245,92.048,109.128,0,0,2024,Italian Grand Prix
STR,19.0,1.9929999999999999,20.0,HARD,HARD,25.055,91.321,105.665,0,0,2024,Italian Grand Prix
STR,36.0,0.683,19.0,HARD,MEDIUM,24.3,89.334,103.775,0,0,2024,Italian Grand Prix
STR,50.0,2.072,15.0,MEDIUM,SOFT,25.232,90.186,110.98,0,0,2024,Italian Grand Prix
VER,12.0,4.166,12.0,MEDIUM,HARD,21.047,114.511,126.486,0,0,2024,Azerbaijan Grand Prix
PER,13.0,2.063,13.0,MEDIUM,HARD,20.496,113.398,124.864,0,0,2024,Azerbaijan Grand Prix
ALO,11.0,3.91,12.0,MEDIUM,HARD,20.117,113.492,125.549,0,0,2024,Azerbaijan Grand Prix
LEC,16.0,0.0,16.0,MEDIUM,HARD,20.867,113.844,126.071,0,0,2024,Azerbaijan Grand Prix
STR,22.0,0.547,22.0,HARD,HARD,20.157,115.365,125.467,0,0,2024,Azerbaijan Grand Prix
TSU,12.0,0.141,13.0,MEDIUM,HARD,20.969,121.304,131.939,0,0,2024,Azerbaijan Grand Prix
ALB,31.0,11.395,31.0,HARD,MEDIUM,20.333,112.482,125.956,0,0,2024,Azerbaijan Grand Prix
ZHO,34.0,11.019,35.0,HARD,MEDIUM,20.46,113.797,126.269,0,0,2024,Azerbaijan Grand Prix
HUL,15.0,5.701,15.0,MEDIUM,HARD,21.649,114.956,126.435,0,0,2024,Azerbaijan Grand Prix
NOR,37.0,15.02,37.0,HARD,MEDIUM,19.535,111.037,122.491,0,0,2024,Azerbaijan Grand Prix
COL,10.0,1.474,10.0,MEDIUM,HARD,20.495,113.374,126.259,0,0,2024,Azerbaijan Grand Prix
HAM,12.0,1.403,12.0,MEDIUM,HARD,21.302,115.287,126.757,0,0,2024,Azerbaijan Grand Prix
BEA,14.0,3.071,14.0,MEDIUM,HARD,21.099,114.465,126.955,0,0,2024,Azerbaijan Grand Prix
SAI,17.0,4.187,17.0,MEDIUM,HARD,21.578,113.944,125.361,0,0,2024,Azerbaijan Grand Prix
RUS,12.0,4.002,12.0,MEDIUM,HARD,20.085,114.565,124.183,0,0,2024,Azerbaijan Grand Prix
BOT,11.0,0.11,12.0,MEDIUM,HARD,20.082,117.809,126.862,0,0,2024,Azerbaijan Grand Prix
PIA,15.0,5.901,15.0,MEDIUM,HARD,20.176,113.511,123.253,0,0,2024,Azerbaijan Grand Prix
NOR,30.0,0.0,30.0,MEDIUM,HARD,28.984,107.073,118.408,0,0,2024,Singapore Grand Prix
VER,29.0,24.711,29.0,MEDIUM,HARD,29.681,107.873,118.989,0,0,2024,Singapore Grand Prix
PIA,38.0,13.11,38.0,MEDIUM,HARD,29.1,106.395,117.551,0,0,2024,Singapore Grand Prix
RUS,27.0,12.583,27.0,MEDIUM,HARD,28.713,106.903,117.061,0,0,2024,Singapore Grand Prix
LEC,36.0,10.3,36.0,MEDIUM,HARD,29.115,107.084,117.168,0,0,2024,Singapore Grand Prix
HAM,17.0,7.89,19.0,SOFT,HARD,29.278,106.862,118.708,0,0,2024,Singapore Grand Prix
SAI,13.0,0.685,13.0,MEDIUM,HARD,29.389,107.072,116.967,0,0,2024,Singapore Grand Prix
ALO,25.0,1.067,26.0,MEDIUM,HARD,29.682,108.707,118.688,0,1,2024,Singapore Grand Prix
HUL,29.0,0.887,29.0,MEDIUM,HARD,29.661,108.55,121.641,0,0,2024,Singapore Grand Prix
PER,28.0,4.6129999999999995,28.0,MEDIUM,HARD,29.077,107.385,117.269,0,1,2024,Singapore Grand Prix
COL,29.0,2.331,29.0,MEDIUM,HARD,29.954,108.344,121.584,0,0,2024,Singapore Grand Prix
TSU,33.0,11.138,33.0,MEDIUM,SOFT,29.8,107.942,121.124,0,0,2024,Singapore Grand Prix
OCO,29.0,6.261,29.0,MEDIUM,HARD,29.677,110.059,120.611,0,0,2024,Singapore Grand Prix
STR,26.0,6.441,27.0,HARD,MEDIUM,29.729,108.829,120.401,0,0,2024,Singapore Grand Prix
ZHO,34.0,3.971,34.0,HARD,MEDIUM,29.552,108.825,119.614,0,0,2024,Singapore Grand Prix
BOT,33.0,2.376,33.0,HARD,MEDIUM,30.611,108.688,119.526,0,0,2024,Singapore Grand Prix
GAS,37.0,2.432,37.0,MEDIUM,SOFT,31.669,112.264,121.644,0,0,2024,Singapore Grand Prix
RIC,10.0,2.278,10.0,SOFT,MEDIUM,30.365,107.68,120.481,0,0,2024,Singapore Grand Prix
RIC,46.0,1.6019999999999999,36.0,MEDIUM,SOFT,29.168,110.55,119.494,0,1,2024,Singapore Grand Prix
RIC,58.0,5.934,12.0,SOFT,SOFT,29.675,104.94,118.881,0,0,2024,Singapore Grand Prix
MAG,28.0,4.034,28.0,HARD,MEDIUM,29.532,109.569,119.915,0,0,2024,Singapore Grand Prix
ALB,11.0,0.997,11.0,MEDIUM,HARD,29.116,106.666,118.026,0,0,2024,Singapore Grand Prix
VER,25.0,10.669,25.0,MEDIUM,HARD,24.392,100.718,119.619,0,0,2024,United States Grand Prix
GAS,18.0,8.142,18.0,MEDIUM,HARD,28.191,101.038,125.822,0,0,2024,United States Grand Prix
PER,26.0,8.178,26.0,MEDIUM,HARD,23.617,100.789,119.807,0,0,2024,United States Grand Prix
ALO,26.0,2.64,26.0,MEDIUM,HARD,24.327,102.193,120.837,0,0,2024,United States Grand Prix
LEC,26.0,0.0,26.0,MEDIUM,HARD,23.87,100.211,119.522,0,0,2024,United States Grand Prix
STR,27.0,0.081,28.0,HARD,MEDIUM,26.493,102.199,123.231,0,1,2024,United States Grand Prix
MAG,17.0,2.409,17.0,MEDIUM,HARD,24.034,101.895,119.791,0,1,2024,United States Grand Prix
MAG,38.0,3.1,21.0,HARD,MEDIUM,24.01,99.843,118.617,0,0,2024,United States Grand Prix
TSU,18.0,0.759,18.0,MEDIUM,HARD,24.39,102.676,122.848,0,0,2024,United States Grand Prix
ALB,33.0,3.98,30.0,MEDIUM,HARD,24.373,101.702,121.549,0,0,2024,United States Grand Prix
ZHO,13.0,4.14,13.0,MEDIUM,MEDIUM,24.398,102.427,122.835,0,0,2024,United States Grand Prix
ZHO,35.0,6.962,22.0,MEDIUM,HARD,24.911,101.783,126.093,0,0,2024,United States Grand Prix
HUL,27.0,2.364,27.0,MEDIUM,HARD,24.218,101.173,122.271,0,0,2024,United States Grand Prix
LAW,36.0,12.102,36.0,HARD,MEDIUM,23.977,101.342,119.598,0,0,2024,United States Grand Prix
OCO,31.0,5.068,31.0,MEDIUM,HARD,24.078,103.409,120.757,0,0,2024,United States Grand Prix
OCO,51.0,8.863,20.0,HARD,SOFT,26.188,101.838,129.77,0,0,2024,United States Grand Prix
NOR,31.0,0.0,31.0,MEDIUM,HARD,23.805,101.469,119.605,0,0,2024,United States Grand Prix
COL,39.0,2.255,39.0,HARD,MEDIUM,24.024,100.591,119.212,0,0,2024,United States Grand Prix
SAI,21.0,1.607,21.0,MEDIUM,HARD,24.023,100.695,117.897,0,1,2024,United States Grand Prix
RUS,40.0,8.636,40.0,HARD,MEDIUM,29.4,100.641,124.213,0,0,2024,United States Grand Prix
BOT,15.0,0.865,15.0,MEDIUM,HARD,24.462,102.714,121.652,0,0,2024,United States Grand Prix
PIA,32.0,1.326,32.0,MEDIUM,HARD,24.194,101.107,119.344,0,0,2024,United States Grand Prix
SAI,32.0,0.0,32.0,MEDIUM,HARD,22.249,85.108,99.813,0,0,2024,Mexico City Grand Prix
NOR,30.0,6.725,30.0,MEDIUM,HARD,22.088,86.051,99.899,0,0,2024,Mexico City Grand Prix
LEC,31.0,8.197,31.0,MEDIUM,HARD,22.818,85.993,100.618,0,0,2024,Mexico City Grand Prix
LEC,69.0,7.411,38.0,HARD,SOFT,22.827,84.799,99.142,0,0,2024,Mexico City Grand Prix
HAM,28.0,5.001,28.0,MEDIUM,HARD,22.492,87.112,101.644,0,0,2024,Mexico City Grand Prix
RUS,31.0,3.662,31.0,MEDIUM,HARD,22.606,85.753,102.382,0,0,2024,Mexico City Grand Prix
VER,26.0,5.743,26.0,MEDIUM,HARD,43.744,85.562,121.898,0,0,2024,Mexico City Grand Prix
MAG,30.0,13.473,30.0,MEDIUM,HARD,23.478,87.122,102.205,0,0,2024,Mexico City Grand Prix
PIA,39.0,4.807,39.0,MEDIUM,HARD,21.789,85.068,99.719,0,0,2024,Mexico City Grand Prix
HUL,29.0,3.427,29.0,MEDIUM,HARD,23.15,86.75,101.492,0,0,2024,Mexico City Grand Prix
GAS,28.0,3.481,28.0,MEDIUM,HARD,23.278,87.318,102.276,0,0,2024,Mexico City Grand Prix
STR,26.0,3.157,27.0,MEDIUM,HARD,22.556,87.333,101.589,0,0,2024,Mexico City Grand Prix
COL,47.0,4.666,47.0,HARD,MEDIUM,23.949,87.309,102.56,0,0,2024,Mexico City Grand Prix
OCO,48.0,3.286,48.0,HARD,MEDIUM,23.223,88.34,100.883,0,0,2024,Mexico City Grand Prix
BOT,49.0,5.307,50.0,HARD,MEDIUM,22.596,85.822,101.938,0,0,2024,Mexico City Grand Prix
ZHO,43.0,2.053,44.0,HARD,MEDIUM,22.933,87.429,102.961,0,0,2024,Mexico City Grand Prix
LAW,39.0,2.105,39.0,HARD,MEDIUM,22.443,86.308,103.85,0,0,2024,Mexico City Grand Prix
LAW,65.0,1.2650000000000001,26.0,MEDIUM,SOFT,30.2,91.102,108.916,0,0,2024,Mexico City Grand Prix
PER,20.0,3.855,20.0,HARD,MEDIUM,27.648,89.685,106.242,0,0,2024,Mexico City Grand Prix
PER,43.0,3.985,23.0,MEDIUM,MEDIUM,22.107,87.059,100.283,0,0,2024,Mexico City Grand Prix
PER,68.0,12.196,25.0,MEDIUM,SOFT,21.908,85.925,100.217,0,0,2024,Mexico City Grand Prix
PER,27.0,2.054,27.0,INTERMEDIATE,WET,26.596,102.155,120.667,0,1,2024,São Paulo Grand Prix
ALO,27.0,1.874,27.0,INTERMEDIATE,INTERMEDIATE,25.13,98.089,120.925,0,0,2024,São Paulo Grand Prix
LEC,24.0,0.752,26.0,INTERMEDIATE,INTERMEDIATE,24.6,88.997,105.082,0,0,2024,São Paulo Grand Prix
TSU,28.0,1.457,31.0,INTERMEDIATE,WET,25.653,117.034,115.413,0,0,2024,São Paulo Grand Prix
ZHO,27.0,12.809,27.0,INTERMEDIATE,INTERMEDIATE,25.414,108.354,126.376,0,1,2024,São Paulo Grand Prix
ZHO,28.0,6.821,1.0,INTERMEDIATE,WET,27.163,126.376,138.727,0,0,2024,São Paulo Grand Prix
HUL,25.0,2.503,25.0,INTERMEDIATE,INTERMEDIATE,25.515,90.41,106.643,0,0,2024,São Paulo Grand Prix
LAW,28.0,1.38,31.0,INTERMEDIATE,WET,28.24,113.045,125.322,0,0,2024,São Paulo Grand Prix
NOR,28.0,0.739,31.0,INTERMEDIATE,INTERMEDIATE,24.816,115.212,122.458,0,1,2024,São Paulo Grand Prix
COL,26.0,1.947,26.0,INTERMEDIATE,INTERMEDIATE,25.294,89.885,122.141,0,0,2024,São Paulo Grand Prix
HAM,27.0,0.761,27.0,INTERMEDIATE,INTERMEDIATE,25.254,100.067,119.838,0,1,2024,São Paulo Grand Prix
BEA,27.0,9.631,27.0,INTERMEDIATE,INTERMEDIATE,35.907,98.431,131.553,0,0,2024,São Paulo Grand Prix
SAI,27.0,4.378,27.0,INTERMEDIATE,INTERMEDIATE,26.088,101.195,122.82,0,0,2024,São Paulo Grand Prix
RUS,28.0,0.0,31.0,INTERMEDIATE,INTERMEDIATE,25.57,114.428,122.979,0,0,2024,São Paulo Grand Prix
PIA,27.0,1.276,30.0,INTERMEDIATE,INTERMEDIATE,25.976,96.487,121.36,0,0,2024,São Paulo Grand Prix
RUS,12.0,0.0,13.0,MEDIUM,HARD,20.979,103.522,114.754,0,0,2024,Las Vegas Grand Prix
RUS,32.0,0.0,21.0,HARD,HARD,21.007,102.229,113.703,0,0,2024,Las Vegas Grand Prix
HAM,13.0,11.189,13.0,MEDIUM,HARD,21.031,103.19,114.928,0,0,2024,Las Vegas Grand Prix
HAM,27.0,0.69,15.0,HARD,HARD,21.411,103.83,112.902,0,1,2024,Las Vegas Grand Prix
SAI,10.0,5.612,10.0,MEDIUM,HARD,21.116,106.562,114.659,0,0,2024,Las Vegas Grand Prix
